Postcode;Locality;Municipality;Province;
8377;Zuienkerke;ZUIENKERKE;West Vlaanderen;
8380;Dudzele;BRUGGE;West Vlaanderen;
8380;Lissewege;BRUGGE;West Vlaanderen;
8380;Zeebrugge;BRUGGE;West Vlaanderen;
8400;Oostende;OOSTENDE;West Vlaanderen;
8400;Stene;OOSTENDE;West Vlaanderen;
8400;Zandvoorde;OOSTENDE;West Vlaanderen;
8420;De Haan;DE HAAN;West Vlaanderen;
8420;Klemskerke;DE HAAN;West Vlaanderen;
8420;Wenduine;DE HAAN;West Vlaanderen;
8421;Vlissegem;DE HAAN;West Vlaanderen;
8430;Middelkerke;MIDDELKERKE;West Vlaanderen;
8431;Wilskerke;MIDDELKERKE;West Vlaanderen;
8432;Leffinge;MIDDELKERKE;West Vlaanderen;
8433;Mannekensvere;MIDDELKERKE;West Vlaanderen;
8433;Schore;MIDDELKERKE;West Vlaanderen;
8433;Sint-Pieters-Kapelle;MIDDELKERKE;West Vlaanderen;
8433;Slijpe;MIDDELKERKE;West Vlaanderen;
8434;Lombardsijde;MIDDELKERKE;West Vlaanderen;
8434;Westende;MIDDELKERKE;West Vlaanderen;
8450;Bredene;BREDENE;West Vlaanderen;
8460;Ettelgem;OUDENBURG;West Vlaanderen;
8460;Oudenburg;OUDENBURG;West Vlaanderen;
8460;Roksem;OUDENBURG;West Vlaanderen;
8460;Westkerke;OUDENBURG;West Vlaanderen;
8470;Gistel;GISTEL;West Vlaanderen;
8470;Moere;GISTEL;West Vlaanderen;
8470;Snaaskerke;GISTEL;West Vlaanderen;
8470;Zevekote;GISTEL;West Vlaanderen;
8480;Bekegem;ICHTEGEM;West Vlaanderen;
8480;Eernegem;ICHTEGEM;West Vlaanderen;
8480;Ichtegem;ICHTEGEM;West Vlaanderen;
8490;Jabbeke;JABBEKE;West Vlaanderen;
8490;Snellegem;JABBEKE;West Vlaanderen;
8490;Stalhille;JABBEKE;West Vlaanderen;
8490;Varsenare;JABBEKE;West Vlaanderen;
8490;Zerkegem;JABBEKE;West Vlaanderen;
8500;Kortrijk;KORTRIJK;West Vlaanderen;
8501;Bissegem;KORTRIJK;West Vlaanderen;
8501;Heule;KORTRIJK;West Vlaanderen;
8510;Bellegem;KORTRIJK;West Vlaanderen;
8510;Kooigem;KORTRIJK;West Vlaanderen;
8510;Marke;KORTRIJK;West Vlaanderen;
8510;Rollegem;KORTRIJK;West Vlaanderen;
8511;Aalbeke;KORTRIJK;West Vlaanderen;
8520;Kuurne;KUURNE;West Vlaanderen;
8530;Harelbeke;HARELBEKE;West Vlaanderen;
8531;Bavikhove;HARELBEKE;West Vlaanderen;
8531;Hulste;HARELBEKE;West Vlaanderen;
8540;Deerlijk;DEERLIJK;West Vlaanderen;
8550;Zwevegem;ZWEVEGEM;West Vlaanderen;
8551;Heestert;ZWEVEGEM;West Vlaanderen;
8552;Moen;ZWEVEGEM;West Vlaanderen;
8553;Otegem;ZWEVEGEM;West Vlaanderen;
8554;Sint-Denijs;ZWEVEGEM;West Vlaanderen;
8560;Gullegem;WEVELGEM;West Vlaanderen;
8560;Moorsele;WEVELGEM;West Vlaanderen;
8560;Wevelgem;WEVELGEM;West Vlaanderen;
8570;Anzegem;ANZEGEM;West Vlaanderen;
8570;Gijzelbrechtegem;ANZEGEM;West Vlaanderen;
8570;Ingooigem;ANZEGEM;West Vlaanderen;
8570;Vichte;ANZEGEM;West Vlaanderen;
8572;Kaster;ANZEGEM;West Vlaanderen;
8573;Tiegem;ANZEGEM;West Vlaanderen;
8580;Avelgem;AVELGEM;West Vlaanderen;
8581;Kerkhove;AVELGEM;West Vlaanderen;
8581;Waarmaarde;AVELGEM;West Vlaanderen;
8582;Outrijve;AVELGEM;West Vlaanderen;
8583;Bossuit;AVELGEM;West Vlaanderen;
8587;Helkijn;SPIERE-HELKIJN;West Vlaanderen;
8587;Spiere;SPIERE-HELKIJN;West Vlaanderen;
8600;Beerst;DIKSMUIDE;West Vlaanderen;
8600;Diksmuide;DIKSMUIDE;West Vlaanderen;
8600;Driekapellen;DIKSMUIDE;West Vlaanderen;
8600;Esen;DIKSMUIDE;West Vlaanderen;
8600;Kaaskerke;DIKSMUIDE;West Vlaanderen;
8600;Keiem;DIKSMUIDE;West Vlaanderen;
8600;Lampernisse;DIKSMUIDE;West Vlaanderen;
8600;Leke;DIKSMUIDE;West Vlaanderen;
8600;Nieuwkapelle;DIKSMUIDE;West Vlaanderen;
8600;Oostkerke;DIKSMUIDE;West Vlaanderen;
8600;Oudekapelle;DIKSMUIDE;West Vlaanderen;
8600;Pervijze;DIKSMUIDE;West Vlaanderen;
8600;Sint-Jacobs-Kapelle;DIKSMUIDE;West Vlaanderen;
8600;Stuivekenskerke;DIKSMUIDE;West Vlaanderen;
8600;Vladslo;DIKSMUIDE;West Vlaanderen;
8600;Woumen;DIKSMUIDE;West Vlaanderen;
8610;Handzame;KORTEMARK;West Vlaanderen;
8610;Kortemark;KORTEMARK;West Vlaanderen;
8610;Werken;KORTEMARK;West Vlaanderen;
8610;Zarren;KORTEMARK;West Vlaanderen;
8620;Nieuwpoort;NIEUWPOORT;West Vlaanderen;
8620;Ramskapelle;NIEUWPOORT;West Vlaanderen;
8620;Sint-Joris;NIEUWPOORT;West Vlaanderen;
8630;Avekapelle;VEURNE;West Vlaanderen;
8630;Booitshoeke;VEURNE;West Vlaanderen;
8630;Bulskamp;VEURNE;West Vlaanderen;
8630;De Moeren;VEURNE;West Vlaanderen;
8630;Eggewaartskapelle;VEURNE;West Vlaanderen;
8630;Houtem;VEURNE;West Vlaanderen;
8630;Steenkerke;VEURNE;West Vlaanderen;
8630;Veurne;VEURNE;West Vlaanderen;
8630;Vinkem;VEURNE;West Vlaanderen;
8630;Wulveringem;VEURNE;West Vlaanderen;
8630;Zoutenaaie;VEURNE;West Vlaanderen;
8640;Oostvleteren;VLETEREN;West Vlaanderen;
8640;Westvleteren;VLETEREN;West Vlaanderen;
8640;Woesten;VLETEREN;West Vlaanderen;
8647;Lo;LO-RENINGE;West Vlaanderen;
8647;Noordschote;LO-RENINGE;West Vlaanderen;
8647;Pollinkhove;LO-RENINGE;West Vlaanderen;
8647;Reninge;LO-RENINGE;West Vlaanderen;
8650;Houthulst;HOUTHULST;West Vlaanderen;
8650;Klerken;HOUTHULST;West Vlaanderen;
8650;Merkem;HOUTHULST;West Vlaanderen;
8660;Adinkerke;DE PANNE;West Vlaanderen;
8660;De Panne;DE PANNE;West Vlaanderen;
8670;Koksijde;KOKSIJDE;West Vlaanderen;
8670;Oostduinkerke;KOKSIJDE;West Vlaanderen;
8670;Wulpen;KOKSIJDE;West Vlaanderen;
8680;Bovekerke;KOEKELARE;West Vlaanderen;
8680;Koekelare;KOEKELARE;West Vlaanderen;
8680;Zande;KOEKELARE;West Vlaanderen;
8690;Alveringem;ALVERINGEM;West Vlaanderen;
8690;Hoogstade;ALVERINGEM;West Vlaanderen;
8690;Oeren;ALVERINGEM;West Vlaanderen;
8690;Sint-Rijkers;ALVERINGEM;West Vlaanderen;
8691;Beveren-aan-de-IJzer;ALVERINGEM;West Vlaanderen;
8691;Gijverinkhove;ALVERINGEM;West Vlaanderen;
8691;Izenberge;ALVERINGEM;West Vlaanderen;
8691;Leisele;ALVERINGEM;West Vlaanderen;
8691;Stavele;ALVERINGEM;West Vlaanderen;
8700;Aarsele;TIELT;West Vlaanderen;
8700;Kanegem;TIELT;West Vlaanderen;
8700;Schuiferskapelle;TIELT;West Vlaanderen;
8700;Tielt;TIELT;West Vlaanderen;
8710;Ooigem;WIELSBEKE;West Vlaanderen;
8710;Sint-Baafs-Vijve;WIELSBEKE;West Vlaanderen;
8710;Wielsbeke;WIELSBEKE;West Vlaanderen;
8720;Dentergem;DENTERGEM;West Vlaanderen;
8720;Markegem;DENTERGEM;West Vlaanderen;
8720;Oeselgem;DENTERGEM;West Vlaanderen;
8720;Wakken;DENTERGEM;West Vlaanderen;
8730;Beernem;BEERNEM;West Vlaanderen;
8730;Oedelem;BEERNEM;West Vlaanderen;
8730;Sint-Joris;BEERNEM;West Vlaanderen;
8740;Egem;PITTEM;West Vlaanderen;
8740;Pittem;PITTEM;West Vlaanderen;
8750;Wingene;WINGENE;West Vlaanderen;
8750;Zwevezele;WINGENE;West Vlaanderen;
8755;Ruiselede;RUISELEDE;West Vlaanderen;
8760;Meulebeke;MEULEBEKE;West Vlaanderen;
8770;Ingelmunster;INGELMUNSTER;West Vlaanderen;
8780;Oostrozebeke;OOSTROZEBEKE;West Vlaanderen;
8790;Waregem;WAREGEM;West Vlaanderen;
8791;Beveren;WAREGEM;West Vlaanderen;
8792;Desselgem;WAREGEM;West Vlaanderen;
8793;Sint-Eloois-Vijve;WAREGEM;West Vlaanderen;
8800;Beveren;ROESELARE;West Vlaanderen;
8800;Oekene;ROESELARE;West Vlaanderen;
8800;Roeselare;ROESELARE;West Vlaanderen;
8800;Rumbeke;ROESELARE;West Vlaanderen;
8810;Lichtervelde;LICHTERVELDE;West Vlaanderen;
8820;Torhout;TORHOUT;West Vlaanderen;
8830;Gits;HOOGLEDE;West Vlaanderen;
8830;Hooglede;HOOGLEDE;West Vlaanderen;
8840;Oostnieuwkerke;STADEN;West Vlaanderen;
8840;Staden;STADEN;West Vlaanderen;
8840;Westrozebeke;STADEN;West Vlaanderen;
8850;Ardooie;ARDOOIE;West Vlaanderen;
8851;Koolskamp;ARDOOIE;West Vlaanderen;
8860;Lendelede;LENDELEDE;West Vlaanderen;
8870;Emelgem;IZEGEM;West Vlaanderen;
8870;Izegem;IZEGEM;West Vlaanderen;
8870;Kachtem;IZEGEM;West Vlaanderen;
8880;Ledegem;LEDEGEM;West Vlaanderen;
8880;Rollegem-Kapelle;LEDEGEM;West Vlaanderen;
8880;Sint-Eloois-Winkel;LEDEGEM;West Vlaanderen;
8890;Dadizele;MOORSLEDE;West Vlaanderen;
8890;Moorslede;MOORSLEDE;West Vlaanderen;
8900;Brielen;IEPER;West Vlaanderen;
8900;Dikkebus;IEPER;West Vlaanderen;
8900;Ieper;IEPER;West Vlaanderen;
8900;Sint-Jan;IEPER;West Vlaanderen;
8902;Hollebeke;IEPER;West Vlaanderen;
8902;Voormezele;IEPER;West Vlaanderen;
8902;Zillebeke;IEPER;West Vlaanderen;
8904;Boezinge;IEPER;West Vlaanderen;
8904;Zuidschote;IEPER;West Vlaanderen;
8906;Elverdinge;IEPER;West Vlaanderen;
8908;Vlamertinge;IEPER;West Vlaanderen;
8920;Bikschote;LANGEMARK-POELKAPELLE;West Vlaanderen;
8920;Langemark;LANGEMARK-POELKAPELLE;West Vlaanderen;
8920;Poelkapelle;LANGEMARK-POELKAPELLE;West Vlaanderen;
8930;Lauwe;MENEN;West Vlaanderen;
8930;Menen;MENEN;West Vlaanderen;
8930;Rekkem;MENEN;West Vlaanderen;
8940;Geluwe;WERVIK;West Vlaanderen;
8940;Wervik;WERVIK;West Vlaanderen;
8950;Nieuwkerke;HEUVELLAND;West Vlaanderen;
8951;Dranouter;HEUVELLAND;West Vlaanderen;
8952;Wulvergem;HEUVELLAND;West Vlaanderen;
8953;Wijtschate;HEUVELLAND;West Vlaanderen;
8954;Westouter;HEUVELLAND;West Vlaanderen;
8956;Kemmel;HEUVELLAND;West Vlaanderen;
8957;Mesen;MESEN;West Vlaanderen;
8958;Loker;HEUVELLAND;West Vlaanderen;
8970;Poperinge;POPERINGE;West Vlaanderen;
8970;Reningelst;POPERINGE;West Vlaanderen;
8972;Krombeke;POPERINGE;West Vlaanderen;
8972;Proven;POPERINGE;West Vlaanderen;
8972;Roesbrugge-Haringe;POPERINGE;West Vlaanderen;
8978;Watou;POPERINGE;West Vlaanderen;
8980;Beselare;ZONNEBEKE;West Vlaanderen;
8980;Geluveld;ZONNEBEKE;West Vlaanderen;
8980;Passendale;ZONNEBEKE;West Vlaanderen;
8980;Zandvoorde;ZONNEBEKE;West Vlaanderen;
8980;Zonnebeke;ZONNEBEKE;West Vlaanderen;
9000;Gent;GENT;Oost-Vlaanderen;
9030;Mariakerke;GENT;Oost-Vlaanderen;
9031;Drongen;GENT;Oost-Vlaanderen;
9032;Wondelgem;GENT;Oost-Vlaanderen;
9040;Sint-Amandsberg;GENT;Oost-Vlaanderen;
9041;Oostakker;GENT;Oost-Vlaanderen;
9042;Desteldonk;GENT;Oost-Vlaanderen;
9042;Mendonk;GENT;Oost-Vlaanderen;
9042;Sint-Kruis-Winkel;GENT;Oost-Vlaanderen;
9050;Gentbrugge;GENT;Oost-Vlaanderen;
9050;Ledeberg;GENT;Oost-Vlaanderen;
9051;Afsnee;GENT;Oost-Vlaanderen;
9051;Sint-Denijs-Westrem;GENT;Oost-Vlaanderen;
9052;Zwijnaarde;GENT;Oost-Vlaanderen;
9060;Zelzate;ZELZATE;Oost-Vlaanderen;
9070;Destelbergen;DESTELBERGEN;Oost-Vlaanderen;
9070;Heusden;DESTELBERGEN;Oost-Vlaanderen;
9080;Beervelde;LOCHRISTI;Oost-Vlaanderen;
9080;Lochristi;LOCHRISTI;Oost-Vlaanderen;
9080;Zaffelare;LOCHRISTI;Oost-Vlaanderen;
9080;Zeveneken;LOCHRISTI;Oost-Vlaanderen;
9090;Gontrode;MELLE;Oost-Vlaanderen;
9090;Melle;MELLE;Oost-Vlaanderen;
9100;Nieuwkerken-Waas;SINT-NIKLAAS;Oost-Vlaanderen;
9100;Sint-Niklaas;SINT-NIKLAAS;Oost-Vlaanderen;
9111;Belsele;SINT-NIKLAAS;Oost-Vlaanderen;
9112;Sinaai-Waas;SINT-NIKLAAS;Oost-Vlaanderen;
9120;Beveren-Waas;BEVEREN-WAAS;Oost-Vlaanderen;
9120;Haasdonk;BEVEREN-WAAS;Oost-Vlaanderen;
9120;Kallo;BEVEREN-WAAS;Oost-Vlaanderen;
9120;Melsele;BEVEREN-WAAS;Oost-Vlaanderen;
9120;Vrasene;BEVEREN-WAAS;Oost-Vlaanderen;
9130;Doel;BEVEREN-WAAS;Oost-Vlaanderen;
9130;Kallo;BEVEREN-WAAS;Oost-Vlaanderen;
9130;Kieldrecht;BEVEREN-WAAS;Oost-Vlaanderen;
9130;Verrebroek;BEVEREN-WAAS;Oost-Vlaanderen;
9140;Elversele;TEMSE;Oost-Vlaanderen;
9140;Steendorp;TEMSE;Oost-Vlaanderen;
9140;Temse;TEMSE;Oost-Vlaanderen;
9140;Tielrode;TEMSE;Oost-Vlaanderen;
9150;Bazel;KRUIBEKE;Oost-Vlaanderen;
9150;Kruibeke;KRUIBEKE;Oost-Vlaanderen;
9150;Rupelmonde;KRUIBEKE;Oost-Vlaanderen;
9160;Daknam;LOKEREN;Oost-Vlaanderen;
9160;Eksaarde;LOKEREN;Oost-Vlaanderen;
9160;Lokeren;LOKEREN;Oost-Vlaanderen;
9170;De Klinge;SINT-GILLIS-WAAS;Oost-Vlaanderen;
9170;Meerdonk;SINT-GILLIS-WAAS;Oost-Vlaanderen;
9170;Sint-Gillis-Waas;SINT-GILLIS-WAAS;Oost-Vlaanderen;
9170;Sint-Pauwels;SINT-GILLIS-WAAS;Oost-Vlaanderen;
9180;Moerbeke-Waas;MOERBEKE-WAAS;Oost-Vlaanderen;
9185;Wachtebeke;WACHTEBEKE;Oost-Vlaanderen;
9190;Kemzeke;STEKENE;Oost-Vlaanderen;
9190;Stekene;STEKENE;Oost-Vlaanderen;
9200;Appels;DENDERMONDE;Oost-Vlaanderen;
9200;Baasrode;DENDERMONDE;Oost-Vlaanderen;
9200;Dendermonde;DENDERMONDE;Oost-Vlaanderen;
9200;Grembergen;DENDERMONDE;Oost-Vlaanderen;
9200;Mespelare;DENDERMONDE;Oost-Vlaanderen;
9200;Oudegem;DENDERMONDE;Oost-Vlaanderen;
9200;Schoonaarde;DENDERMONDE;Oost-Vlaanderen;
9200;Sint-Gillis-Dendermonde;DENDERMONDE;Oost-Vlaanderen;
9220;Hamme;HAMME;Oost-Vlaanderen;
9220;Moerzeke;HAMME;Oost-Vlaanderen;
9230;Massemen;WETTEREN;Oost-Vlaanderen;
9230;Westrem;WETTEREN;Oost-Vlaanderen;
9230;Wetteren;WETTEREN;Oost-Vlaanderen;
9240;Zele;ZELE;Oost-Vlaanderen;
9250;Waasmunster;WAASMUNSTER;Oost-Vlaanderen;
9255;Buggenhout;BUGGENHOUT;Oost-Vlaanderen;
9255;Opdorp;BUGGENHOUT;Oost-Vlaanderen;
9260;Schellebelle;WICHELEN;Oost-Vlaanderen;
9260;Serskamp;WICHELEN;Oost-Vlaanderen;
9260;Wichelen;WICHELEN;Oost-Vlaanderen;
9270;Kalken;LAARNE;Oost-Vlaanderen;
9270;Laarne;LAARNE;Oost-Vlaanderen;
9280;Denderbelle;LEBBEKE;Oost-Vlaanderen;
9280;Lebbeke;LEBBEKE;Oost-Vlaanderen;
9280;Wieze;LEBBEKE;Oost-Vlaanderen;
9290;Berlare;BERLARE;Oost-Vlaanderen;
9290;Overmere;BERLARE;Oost-Vlaanderen;
9290;Uitbergen;BERLARE;Oost-Vlaanderen;
9300;Aalst;AALST;Oost-Vlaanderen;
9308;Gijzegem;AALST;Oost-Vlaanderen;
9308;Hofstade;AALST;Oost-Vlaanderen;
9310;Baardegem;AALST;Oost-Vlaanderen;
9310;Herdersem;AALST;Oost-Vlaanderen;
9310;Meldert;AALST;Oost-Vlaanderen;
9310;Moorsel;AALST;Oost-Vlaanderen;
9320;Erembodegem;AALST;Oost-Vlaanderen;
9320;Nieuwerkerken;AALST;Oost-Vlaanderen;
9340;Impe;LEDE;Oost-Vlaanderen;
9340;Lede;LEDE;Oost-Vlaanderen;
9340;Oordegem;LEDE;Oost-Vlaanderen;
9340;Smetlede;LEDE;Oost-Vlaanderen;
9340;Wanzele;LEDE;Oost-Vlaanderen;
9400;Appelterre-Eichem;NINOVE;Oost-Vlaanderen;
9400;Denderwindeke;NINOVE;Oost-Vlaanderen;
9400;Lieferinge;NINOVE;Oost-Vlaanderen;
9400;Nederhasselt;NINOVE;Oost-Vlaanderen;
9400;Ninove;NINOVE;Oost-Vlaanderen;
9400;Okegem;NINOVE;Oost-Vlaanderen;
9400;Voorde;NINOVE;Oost-Vlaanderen;
9401;Pollare;NINOVE;Oost-Vlaanderen;
9402;Meerbeke;NINOVE;Oost-Vlaanderen;
9403;Neigem;NINOVE;Oost-Vlaanderen;
9404;Aspelare;NINOVE;Oost-Vlaanderen;
9406;Outer;NINOVE;Oost-Vlaanderen;
9420;Aaigem;ERPE-MERE;Oost-Vlaanderen;
9420;Bambrugge;ERPE-MERE;Oost-Vlaanderen;
9420;Burst;ERPE-MERE;Oost-Vlaanderen;
9420;Erondegem;ERPE-MERE;Oost-Vlaanderen;
9420;Erpe;ERPE-MERE;Oost-Vlaanderen;
9420;Mere;ERPE-MERE;Oost-Vlaanderen;
9420;Ottergem;ERPE-MERE;Oost-Vlaanderen;
9420;Vlekkem;ERPE-MERE;Oost-Vlaanderen;
9450;Denderhoutem;HAALTERT;Oost-Vlaanderen;
9450;Haaltert;HAALTERT;Oost-Vlaanderen;
9450;Heldergem;HAALTERT;Oost-Vlaanderen;
9451;Kerksken;HAALTERT;Oost-Vlaanderen;
9470;Denderleeuw;DENDERLEEUW;Oost-Vlaanderen;
9472;Iddergem;DENDERLEEUW;Oost-Vlaanderen;
9473;Welle;DENDERLEEUW;Oost-Vlaanderen;
9500;Geraardsbergen;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Goeferdinge;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Moerbeke;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Nederboelare;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Onkerzele;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Ophasselt;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Overboelare;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Viane;GERAARDSBERGEN;Oost-Vlaanderen;
9500;Zarlardinge;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Grimminge;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Idegem;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Nieuwenhove;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Schendelbeke;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Smeerebbe-Vloerzegem;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Waarbeke;GERAARDSBERGEN;Oost-Vlaanderen;
9506;Zandbergen;GERAARDSBERGEN;Oost-Vlaanderen;
9520;Bavegem;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen;
9520;Oombergen;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen;
9520;Sint-Lievens-Houtem;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen;
9520;Vlierzele;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen;
9520;Zonnegem;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen;
9521;Letterhoutem;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen;
9550;Herzele;HERZELE;Oost-Vlaanderen;
9550;Hillegem;HERZELE;Oost-Vlaanderen;
9550;Sint-Antelinks;HERZELE;Oost-Vlaanderen;
9550;Sint-Lievens-Esse;HERZELE;Oost-Vlaanderen;
9550;Steenhuize-Wijnhuize;HERZELE;Oost-Vlaanderen;
9550;Woubrechtegem;HERZELE;Oost-Vlaanderen;
9551;Ressegem;HERZELE;Oost-Vlaanderen;
9552;Borsbeke;HERZELE;Oost-Vlaanderen;
9570;Deftinge;LIERDE;Oost-Vlaanderen;
9570;Sint-Maria-Lierde;LIERDE;Oost-Vlaanderen;
9571;Hemelveerdegem;LIERDE;Oost-Vlaanderen;
9572;Sint-Martens-Lierde;LIERDE;Oost-Vlaanderen;
9600;Ronse;RONSE;Oost-Vlaanderen;
9620;Elene;ZOTTEGEM;Oost-Vlaanderen;
9620;Erwetegem;ZOTTEGEM;Oost-Vlaanderen;
9620;Godveerdegem;ZOTTEGEM;Oost-Vlaanderen;
9620;Grotenberge;ZOTTEGEM;Oost-Vlaanderen;
9620;Leeuwergem;ZOTTEGEM;Oost-Vlaanderen;
9620;Oombergen;ZOTTEGEM;Oost-Vlaanderen;
9620;Sint-Goriks-Oudenhove;ZOTTEGEM;Oost-Vlaanderen;
9620;Sint-Maria-Oudenhove;ZOTTEGEM;Oost-Vlaanderen;
9620;Strijpen;ZOTTEGEM;Oost-Vlaanderen;
9620;Velzeke-Ruddershove;ZOTTEGEM;Oost-Vlaanderen;
9620;Zottegem;ZOTTEGEM;Oost-Vlaanderen;
9630;Beerlegem;ZWALM;Oost-Vlaanderen;
9630;Dikkele;ZWALM;Oost-Vlaanderen;
9630;Hundelgem;ZWALM;Oost-Vlaanderen;
9630;Meilegem;ZWALM;Oost-Vlaanderen;
9630;Munkzwalm;ZWALM;Oost-Vlaanderen;
9630;Paulatem;ZWALM;Oost-Vlaanderen;
9630;Roborst;ZWALM;Oost-Vlaanderen;
9630;Rozebeke;ZWALM;Oost-Vlaanderen;
9630;Sint-Blasius-Boekel;ZWALM;Oost-Vlaanderen;
9630;Sint-Denijs-Boekel;ZWALM;Oost-Vlaanderen;
9630;Sint-Maria-Latem;ZWALM;Oost-Vlaanderen;
9636;Nederzwalm-Hermelgem;ZWALM;Oost-Vlaanderen;
9660;Brakel;BRAKEL;Oost-Vlaanderen;
9660;Elst;BRAKEL;Oost-Vlaanderen;
9660;Everbeek;BRAKEL;Oost-Vlaanderen;
9660;Michelbeke;BRAKEL;Oost-Vlaanderen;
9660;Nederbrakel;BRAKEL;Oost-Vlaanderen;
9660;Opbrakel;BRAKEL;Oost-Vlaanderen;
9660;Sint-Maria-Oudenhove;BRAKEL;Oost-Vlaanderen;
9660;Zegelsem;BRAKEL;Oost-Vlaanderen;
9661;Parike;BRAKEL;Oost-Vlaanderen;
9667;Sint-Kornelis-Horebeke;HOREBEKE;Oost-Vlaanderen;
9667;Sint-Maria-Horebeke;HOREBEKE;Oost-Vlaanderen;
9680;Etikhove;MAARKEDAL;Oost-Vlaanderen;
9680;Maarke-Kerkem;MAARKEDAL;Oost-Vlaanderen;
9681;Nukerke;MAARKEDAL;Oost-Vlaanderen;
9688;Schorisse;MAARKEDAL;Oost-Vlaanderen;
9690;Berchem;KLUISBERGEN;Oost-Vlaanderen;
9690;Kwaremont;KLUISBERGEN;Oost-Vlaanderen;
9690;Ruien;KLUISBERGEN;Oost-Vlaanderen;
9690;Zulzeke;KLUISBERGEN;Oost-Vlaanderen;
9700;Bevere;OUDENAARDE;Oost-Vlaanderen;
9700;Edelare;OUDENAARDE;Oost-Vlaanderen;
9700;Eine;OUDENAARDE;Oost-Vlaanderen;
9700;Ename;OUDENAARDE;Oost-Vlaanderen;
9700;Heurne;OUDENAARDE;Oost-Vlaanderen;
9700;Leupegem;OUDENAARDE;Oost-Vlaanderen;
9700;Mater;OUDENAARDE;Oost-Vlaanderen;
9700;Melden;OUDENAARDE;Oost-Vlaanderen;
9700;Mullem;OUDENAARDE;Oost-Vlaanderen;
9700;Nederename;OUDENAARDE;Oost-Vlaanderen;
9700;Ooike;OUDENAARDE;Oost-Vlaanderen;
9700;Oudenaarde;OUDENAARDE;Oost-Vlaanderen;
9700;Volkegem;OUDENAARDE;Oost-Vlaanderen;
9700;Welden;OUDENAARDE;Oost-Vlaanderen;
9750;Huise;KRUISEM;Oost-Vlaanderen;
9750;Ouwegem;KRUISEM;Oost-Vlaanderen;
9750;Zingem;KRUISEM;Oost-Vlaanderen;
9770;Kruishoutem;KRUISEM;Oost-Vlaanderen;
9771;Nokere;KRUISEM;Oost-Vlaanderen;
9772;Wannegem-Lede;KRUISEM;Oost-Vlaanderen;
9790;Elsegem;WORTEGEM-PETEGEM;Oost-Vlaanderen;
9790;Moregem;WORTEGEM-PETEGEM;Oost-Vlaanderen;
9790;Ooike;WORTEGEM-PETEGEM;Oost-Vlaanderen;
9790;Petegem-aan-de-Schelde;WORTEGEM-PETEGEM;Oost-Vlaanderen;
9790;Wortegem;WORTEGEM-PETEGEM;Oost-Vlaanderen;
9800;Astene;DEINZE;Oost-Vlaanderen;
9800;Bachte-Maria-Leerne;DEINZE;Oost-Vlaanderen;
9800;Deinze;DEINZE;Oost-Vlaanderen;
9800;Gottem;DEINZE;Oost-Vlaanderen;
9800;Grammene;DEINZE;Oost-Vlaanderen;
9800;Meigem;DEINZE;Oost-Vlaanderen;
9800;Petegem-aan-de-Leie;DEINZE;Oost-Vlaanderen;
9800;Sint-Martens-Leerne;DEINZE;Oost-Vlaanderen;
9800;Vinkt;DEINZE;Oost-Vlaanderen;
9800;Wontergem;DEINZE;Oost-Vlaanderen;
9800;Zeveren;DEINZE;Oost-Vlaanderen;
9810;Eke;NAZARETH;Oost-Vlaanderen;
9810;Nazareth;NAZARETH;Oost-Vlaanderen;
9820;Bottelare;MERELBEKE;Oost-Vlaanderen;
9820;Lemberge;MERELBEKE;Oost-Vlaanderen;
9820;Melsen;MERELBEKE;Oost-Vlaanderen;
9820;Merelbeke;MERELBEKE;Oost-Vlaanderen;
9820;Munte;MERELBEKE;Oost-Vlaanderen;
9820;Schelderode;MERELBEKE;Oost-Vlaanderen;
9830;Sint-Martens-Latem;SINT-MARTENS-LATEM;Oost-Vlaanderen;
9831;Deurle;SINT-MARTENS-LATEM;Oost-Vlaanderen;
9840;De Pinte;DE PINTE;Oost-Vlaanderen;
9840;Zevergem;DE PINTE;Oost-Vlaanderen;
9850;Hansbeke;DEINZE;Oost-Vlaanderen;
9850;Landegem;DEINZE;Oost-Vlaanderen;
9850;Merendree;DEINZE;Oost-Vlaanderen;
9850;Nevele;DEINZE;Oost-Vlaanderen;
9850;Poesele;DEINZE;Oost-Vlaanderen;
9850;Vosselare;DEINZE;Oost-Vlaanderen;
9860;Balegem;OOSTERZELE;Oost-Vlaanderen;
